Accession	Title	Platform	Total bases	Create date	SRA URL	SRA filename	SRA nice filename	FastQ URL	FastQ Aspera URL	FastQ filename	FastQ nice filename
SRR17470141	Sequencing data of HG03836	Illumina MiSeq	1391	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470141/SRR17470141.sra	SRR17470141.sra	SRR17470141_Sequencing_data_of_HG03836.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/041/SRR17470141/SRR17470141_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/041/SRR17470141/SRR17470141_2.fastq.gz	SRR17470141_2.fastq.gz	SRR17470141_Sequencing_data_of_HG03836_2.fastq.gz
SRR17470142	Sequencing data of HG01121	Illumina MiSeq	1551	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470142/SRR17470142.sra	SRR17470142.sra	SRR17470142_Sequencing_data_of_HG01121.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/042/SRR17470142/SRR17470142_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/042/SRR17470142/SRR17470142_1.fastq.gz	SRR17470142_1.fastq.gz	SRR17470142_Sequencing_data_of_HG01121_1.fastq.gz
SRR17470142	Sequencing data of HG01121	Illumina MiSeq	1551	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470142/SRR17470142.sra	SRR17470142.sra	SRR17470142_Sequencing_data_of_HG01121.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/042/SRR17470142/SRR17470142_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/042/SRR17470142/SRR17470142_2.fastq.gz	SRR17470142_2.fastq.gz	SRR17470142_Sequencing_data_of_HG01121_2.fastq.gz
SRR17470140	Sequencing data of HG03175	Illumina MiSeq	1489	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470140/SRR17470140.sra	SRR17470140.sra	SRR17470140_Sequencing_data_of_HG03175.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/040/SRR17470140/SRR17470140_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/040/SRR17470140/SRR17470140_1.fastq.gz	SRR17470140_1.fastq.gz	SRR17470140_Sequencing_data_of_HG03175_1.fastq.gz
SRR17470140	Sequencing data of HG03175	Illumina MiSeq	1489	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470140/SRR17470140.sra	SRR17470140.sra	SRR17470140_Sequencing_data_of_HG03175.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/040/SRR17470140/SRR17470140_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/040/SRR17470140/SRR17470140_2.fastq.gz	SRR17470140_2.fastq.gz	SRR17470140_Sequencing_data_of_HG03175_2.fastq.gz
SRR17470138	Sequencing data of NA12776	Illumina MiSeq	1158	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470138/SRR17470138.sra	SRR17470138.sra	SRR17470138_Sequencing_data_of_NA12776.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/038/SRR17470138/SRR17470138_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/038/SRR17470138/SRR17470138_1.fastq.gz	SRR17470138_1.fastq.gz	SRR17470138_Sequencing_data_of_NA12776_1.fastq.gz
SRR17470138	Sequencing data of NA12776	Illumina MiSeq	1158	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470138/SRR17470138.sra	SRR17470138.sra	SRR17470138_Sequencing_data_of_NA12776.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/038/SRR17470138/SRR17470138_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/038/SRR17470138/SRR17470138_2.fastq.gz	SRR17470138_2.fastq.gz	SRR17470138_Sequencing_data_of_NA12776_2.fastq.gz
SRR17470139	Sequencing data of NA11843	Illumina MiSeq	1271	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470139/SRR17470139.sra	SRR17470139.sra	SRR17470139_Sequencing_data_of_NA11843.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/039/SRR17470139/SRR17470139_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/039/SRR17470139/SRR17470139_1.fastq.gz	SRR17470139_1.fastq.gz	SRR17470139_Sequencing_data_of_NA11843_1.fastq.gz
SRR17470139	Sequencing data of NA11843	Illumina MiSeq	1271	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470139/SRR17470139.sra	SRR17470139.sra	SRR17470139_Sequencing_data_of_NA11843.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/039/SRR17470139/SRR17470139_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/039/SRR17470139/SRR17470139_2.fastq.gz	SRR17470139_2.fastq.gz	SRR17470139_Sequencing_data_of_NA11843_2.fastq.gz
SRR17470137	Sequencing data of HG02727	Illumina MiSeq	1232	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470137/SRR17470137.sra	SRR17470137.sra	SRR17470137_Sequencing_data_of_HG02727.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/037/SRR17470137/SRR17470137_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/037/SRR17470137/SRR17470137_1.fastq.gz	SRR17470137_1.fastq.gz	SRR17470137_Sequencing_data_of_HG02727_1.fastq.gz
SRR17470137	Sequencing data of HG02727	Illumina MiSeq	1232	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470137/SRR17470137.sra	SRR17470137.sra	SRR17470137_Sequencing_data_of_HG02727.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/037/SRR17470137/SRR17470137_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/037/SRR17470137/SRR17470137_2.fastq.gz	SRR17470137_2.fastq.gz	SRR17470137_Sequencing_data_of_HG02727_2.fastq.gz
SRR17470136	Sequencing data of HG01974	Illumina MiSeq	370	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470136/SRR17470136.sra	SRR17470136.sra	SRR17470136_Sequencing_data_of_HG01974.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/036/SRR17470136/SRR17470136_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/036/SRR17470136/SRR17470136_1.fastq.gz	SRR17470136_1.fastq.gz	SRR17470136_Sequencing_data_of_HG01974_1.fastq.gz
SRR17470136	Sequencing data of HG01974	Illumina MiSeq	370	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470136/SRR17470136.sra	SRR17470136.sra	SRR17470136_Sequencing_data_of_HG01974.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/036/SRR17470136/SRR17470136_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/036/SRR17470136/SRR17470136_2.fastq.gz	SRR17470136_2.fastq.gz	SRR17470136_Sequencing_data_of_HG01974_2.fastq.gz
SRR17470135	Sequencing data of HG02165	Illumina MiSeq	1063	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470135/SRR17470135.sra	SRR17470135.sra	SRR17470135_Sequencing_data_of_HG02165.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/035/SRR17470135/SRR17470135_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/035/SRR17470135/SRR17470135_1.fastq.gz	SRR17470135_1.fastq.gz	SRR17470135_Sequencing_data_of_HG02165_1.fastq.gz
SRR17470135	Sequencing data of HG02165	Illumina MiSeq	1063	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470135/SRR17470135.sra	SRR17470135.sra	SRR17470135_Sequencing_data_of_HG02165.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/035/SRR17470135/SRR17470135_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/035/SRR17470135/SRR17470135_2.fastq.gz	SRR17470135_2.fastq.gz	SRR17470135_Sequencing_data_of_HG02165_2.fastq.gz
SRR17470134	Sequencing data of HG02146	Illumina MiSeq	1184	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470134/SRR17470134.sra	SRR17470134.sra	SRR17470134_Sequencing_data_of_HG02146.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/034/SRR17470134/SRR17470134_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/034/SRR17470134/SRR17470134_1.fastq.gz	SRR17470134_1.fastq.gz	SRR17470134_Sequencing_data_of_HG02146_1.fastq.gz
SRR17470134	Sequencing data of HG02146	Illumina MiSeq	1184	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470134/SRR17470134.sra	SRR17470134.sra	SRR17470134_Sequencing_data_of_HG02146.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/034/SRR17470134/SRR17470134_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/034/SRR17470134/SRR17470134_2.fastq.gz	SRR17470134_2.fastq.gz	SRR17470134_Sequencing_data_of_HG02146_2.fastq.gz
SRR17470132	Sequencing data of HG01894	Illumina MiSeq	1179	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470132/SRR17470132.sra	SRR17470132.sra	SRR17470132_Sequencing_data_of_HG01894.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/032/SRR17470132/SRR17470132_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/032/SRR17470132/SRR17470132_1.fastq.gz	SRR17470132_1.fastq.gz	SRR17470132_Sequencing_data_of_HG01894_1.fastq.gz
SRR17470132	Sequencing data of HG01894	Illumina MiSeq	1179	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470132/SRR17470132.sra	SRR17470132.sra	SRR17470132_Sequencing_data_of_HG01894.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/032/SRR17470132/SRR17470132_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/032/SRR17470132/SRR17470132_2.fastq.gz	SRR17470132_2.fastq.gz	SRR17470132_Sequencing_data_of_HG01894_2.fastq.gz
SRR17470133	Sequencing data of HG00577	Illumina MiSeq	1311	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470133/SRR17470133.sra	SRR17470133.sra	SRR17470133_Sequencing_data_of_HG00577.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/033/SRR17470133/SRR17470133_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/033/SRR17470133/SRR17470133_1.fastq.gz	SRR17470133_1.fastq.gz	SRR17470133_Sequencing_data_of_HG00577_1.fastq.gz
SRR17470133	Sequencing data of HG00577	Illumina MiSeq	1311	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470133/SRR17470133.sra	SRR17470133.sra	SRR17470133_Sequencing_data_of_HG00577.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/033/SRR17470133/SRR17470133_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/033/SRR17470133/SRR17470133_2.fastq.gz	SRR17470133_2.fastq.gz	SRR17470133_Sequencing_data_of_HG00577_2.fastq.gz
SRR17470130	Sequencing data of HG02657	Illumina MiSeq	1186	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470130/SRR17470130.sra	SRR17470130.sra	SRR17470130_Sequencing_data_of_HG02657.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/030/SRR17470130/SRR17470130_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/030/SRR17470130/SRR17470130_1.fastq.gz	SRR17470130_1.fastq.gz	SRR17470130_Sequencing_data_of_HG02657_1.fastq.gz
SRR17470130	Sequencing data of HG02657	Illumina MiSeq	1186	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470130/SRR17470130.sra	SRR17470130.sra	SRR17470130_Sequencing_data_of_HG02657.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/030/SRR17470130/SRR17470130_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/030/SRR17470130/SRR17470130_2.fastq.gz	SRR17470130_2.fastq.gz	SRR17470130_Sequencing_data_of_HG02657_2.fastq.gz
SRR17470131	Sequencing data of NA12829	Illumina MiSeq	1343	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470131/SRR17470131.sra	SRR17470131.sra	SRR17470131_Sequencing_data_of_NA12829.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/031/SRR17470131/SRR17470131_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/031/SRR17470131/SRR17470131_1.fastq.gz	SRR17470131_1.fastq.gz	SRR17470131_Sequencing_data_of_NA12829_1.fastq.gz
SRR17470131	Sequencing data of NA12829	Illumina MiSeq	1343	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470131/SRR17470131.sra	SRR17470131.sra	SRR17470131_Sequencing_data_of_NA12829.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/031/SRR17470131/SRR17470131_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/031/SRR17470131/SRR17470131_2.fastq.gz	SRR17470131_2.fastq.gz	SRR17470131_Sequencing_data_of_NA12829_2.fastq.gz
SRR17470128	Sequencing data of NA19318	Illumina MiSeq	1322	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470128/SRR17470128.sra	SRR17470128.sra	SRR17470128_Sequencing_data_of_NA19318.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/028/SRR17470128/SRR17470128_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/028/SRR17470128/SRR17470128_1.fastq.gz	SRR17470128_1.fastq.gz	SRR17470128_Sequencing_data_of_NA19318_1.fastq.gz
SRR17470128	Sequencing data of NA19318	Illumina MiSeq	1322	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470128/SRR17470128.sra	SRR17470128.sra	SRR17470128_Sequencing_data_of_NA19318.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/028/SRR17470128/SRR17470128_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/028/SRR17470128/SRR17470128_2.fastq.gz	SRR17470128_2.fastq.gz	SRR17470128_Sequencing_data_of_NA19318_2.fastq.gz
SRR17470127	Sequencing data of NA20515	Illumina MiSeq	1509	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470127/SRR17470127.sra	SRR17470127.sra	SRR17470127_Sequencing_data_of_NA20515.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/027/SRR17470127/SRR17470127_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/027/SRR17470127/SRR17470127_1.fastq.gz	SRR17470127_1.fastq.gz	SRR17470127_Sequencing_data_of_NA20515_1.fastq.gz
SRR17470127	Sequencing data of NA20515	Illumina MiSeq	1509	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470127/SRR17470127.sra	SRR17470127.sra	SRR17470127_Sequencing_data_of_NA20515.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/027/SRR17470127/SRR17470127_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/027/SRR17470127/SRR17470127_2.fastq.gz	SRR17470127_2.fastq.gz	SRR17470127_Sequencing_data_of_NA20515_2.fastq.gz
SRR17470129	Sequencing data of HG00264	Illumina MiSeq	1254	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470129/SRR17470129.sra	SRR17470129.sra	SRR17470129_Sequencing_data_of_HG00264.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/029/SRR17470129/SRR17470129_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/029/SRR17470129/SRR17470129_1.fastq.gz	SRR17470129_1.fastq.gz	SRR17470129_Sequencing_data_of_HG00264_1.fastq.gz
SRR17470129	Sequencing data of HG00264	Illumina MiSeq	1254	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470129/SRR17470129.sra	SRR17470129.sra	SRR17470129_Sequencing_data_of_HG00264.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/029/SRR17470129/SRR17470129_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/029/SRR17470129/SRR17470129_2.fastq.gz	SRR17470129_2.fastq.gz	SRR17470129_Sequencing_data_of_HG00264_2.fastq.gz
SRR17470126	Sequencing data of HG00637	Illumina MiSeq	1032	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470126/SRR17470126.sra	SRR17470126.sra	SRR17470126_Sequencing_data_of_HG00637.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/026/SRR17470126/SRR17470126_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/026/SRR17470126/SRR17470126_1.fastq.gz	SRR17470126_1.fastq.gz	SRR17470126_Sequencing_data_of_HG00637_1.fastq.gz
SRR17470126	Sequencing data of HG00637	Illumina MiSeq	1032	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470126/SRR17470126.sra	SRR17470126.sra	SRR17470126_Sequencing_data_of_HG00637.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/026/SRR17470126/SRR17470126_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/026/SRR17470126/SRR17470126_2.fastq.gz	SRR17470126_2.fastq.gz	SRR17470126_Sequencing_data_of_HG00637_2.fastq.gz
SRR17470125	Sequencing data of HG02086	Illumina MiSeq	1023	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470125/SRR17470125.sra	SRR17470125.sra	SRR17470125_Sequencing_data_of_HG02086.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/025/SRR17470125/SRR17470125_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/025/SRR17470125/SRR17470125_1.fastq.gz	SRR17470125_1.fastq.gz	SRR17470125_Sequencing_data_of_HG02086_1.fastq.gz
SRR17470125	Sequencing data of HG02086	Illumina MiSeq	1023	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470125/SRR17470125.sra	SRR17470125.sra	SRR17470125_Sequencing_data_of_HG02086.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/025/SRR17470125/SRR17470125_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/025/SRR17470125/SRR17470125_2.fastq.gz	SRR17470125_2.fastq.gz	SRR17470125_Sequencing_data_of_HG02086_2.fastq.gz
SRR17470124	Sequencing data of HG02116	Illumina MiSeq	1038	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470124/SRR17470124.sra	SRR17470124.sra	SRR17470124_Sequencing_data_of_HG02116.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/024/SRR17470124/SRR17470124_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/024/SRR17470124/SRR17470124_1.fastq.gz	SRR17470124_1.fastq.gz	SRR17470124_Sequencing_data_of_HG02116_1.fastq.gz
SRR17470124	Sequencing data of HG02116	Illumina MiSeq	1038	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470124/SRR17470124.sra	SRR17470124.sra	SRR17470124_Sequencing_data_of_HG02116.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/024/SRR17470124/SRR17470124_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/024/SRR17470124/SRR17470124_2.fastq.gz	SRR17470124_2.fastq.gz	SRR17470124_Sequencing_data_of_HG02116_2.fastq.gz
SRR17470122	Sequencing data of HG00246	Illumina MiSeq	1410	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470122/SRR17470122.sra	SRR17470122.sra	SRR17470122_Sequencing_data_of_HG00246.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/022/SRR17470122/SRR17470122_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/022/SRR17470122/SRR17470122_1.fastq.gz	SRR17470122_1.fastq.gz	SRR17470122_Sequencing_data_of_HG00246_1.fastq.gz
SRR17470122	Sequencing data of HG00246	Illumina MiSeq	1410	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470122/SRR17470122.sra	SRR17470122.sra	SRR17470122_Sequencing_data_of_HG00246.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/022/SRR17470122/SRR17470122_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/022/SRR17470122/SRR17470122_2.fastq.gz	SRR17470122_2.fastq.gz	SRR17470122_Sequencing_data_of_HG00246_2.fastq.gz
SRR17470120	Sequencing data of NA19404	Illumina MiSeq	1069	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470120/SRR17470120.sra	SRR17470120.sra	SRR17470120_Sequencing_data_of_NA19404.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/020/SRR17470120/SRR17470120_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/020/SRR17470120/SRR17470120_1.fastq.gz	SRR17470120_1.fastq.gz	SRR17470120_Sequencing_data_of_NA19404_1.fastq.gz
SRR17470120	Sequencing data of NA19404	Illumina MiSeq	1069	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470120/SRR17470120.sra	SRR17470120.sra	SRR17470120_Sequencing_data_of_NA19404.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/020/SRR17470120/SRR17470120_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/020/SRR17470120/SRR17470120_2.fastq.gz	SRR17470120_2.fastq.gz	SRR17470120_Sequencing_data_of_NA19404_2.fastq.gz
SRR17470123	Sequencing data of HG02385	Illumina MiSeq	1175	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470123/SRR17470123.sra	SRR17470123.sra	SRR17470123_Sequencing_data_of_HG02385.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/023/SRR17470123/SRR17470123_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/023/SRR17470123/SRR17470123_1.fastq.gz	SRR17470123_1.fastq.gz	SRR17470123_Sequencing_data_of_HG02385_1.fastq.gz
SRR17470123	Sequencing data of HG02385	Illumina MiSeq	1175	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470123/SRR17470123.sra	SRR17470123.sra	SRR17470123_Sequencing_data_of_HG02385.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/023/SRR17470123/SRR17470123_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/023/SRR17470123/SRR17470123_2.fastq.gz	SRR17470123_2.fastq.gz	SRR17470123_Sequencing_data_of_HG02385_2.fastq.gz
SRR17470121	Sequencing data of HG01892	Illumina MiSeq	1190	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470121/SRR17470121.sra	SRR17470121.sra	SRR17470121_Sequencing_data_of_HG01892.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/021/SRR17470121/SRR17470121_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/021/SRR17470121/SRR17470121_1.fastq.gz	SRR17470121_1.fastq.gz	SRR17470121_Sequencing_data_of_HG01892_1.fastq.gz
